USBlyzer Report

Capture List

Type,Seq,Time,Elapsed,Duration,Request,Request Details,Raw Data,I/O,C:I:E,Device Object,Device Name,Driver Name,IRP,Status
URB,0189-0186,21:05:17.495,10.645158 s,20.024 ms,Bulk or Interrupt Transfer,14 bytes data,01 0E 00 01 00 00 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 0E 00 01 00 00 00 00 01 00 00 00 98 CD
URB,0190,21:05:17.495,10.645164 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0191,21:05:17.495,10.645299 s,,Bulk or Interrupt Transfer,7 bytes data,01 07 00 10 08 07 79,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 07 00 10 08 07 79
URB,0192-0191,21:05:17.498,10.648113 s,2.814 ms,Bulk or Interrupt Transfer,7 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0193-0190,21:05:17.514,10.665126 s,19.962 ms,Bulk or Interrupt Transfer,14 bytes data,01 0E 00 01 4F 0B 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 0E 00 01 4F 0B 00 00 7F 0B 00 00 7B B9
URB,0194,21:05:17.514,10.665136 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0195,21:05:17.514,10.665317 s,,Bulk or Interrupt Transfer,7 bytes data,01 07 00 10 09 26 69,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 07 00 10 09 26 69
URB,0196-0195,21:05:17.517,10.668001 s,2.684 ms,Bulk or Interrupt Transfer,7 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0197-0194,21:05:17.534,10.684401 s,19.265 ms,Bulk or Interrupt Transfer,14 bytes data,01 0E 00 01 FF FF FF FF...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 0E 00 01 FF FF FF FF FF FF FF FF CD 1D
URB,0198,21:05:17.534,10.684408 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0199,21:05:17.534,10.684526 s,,Bulk or Interrupt Transfer,7 bytes data,01 07 00 10 0A 45 59,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 07 00 10 0A 45 59
URB,0200-0199,21:05:17.536,10.687037 s,2.511 ms,Bulk or Interrupt Transfer,7 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0201-0198,21:05:17.553,10.704052 s,19.644 ms,Bulk or Interrupt Transfer,14 bytes data,01 0E 00 01 1F 00 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 0E 00 01 1F 00 00 00 22 00 00 00 7C 85
URB,0202,21:05:17.553,10.704057 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0203,21:05:17.553,10.704216 s,,Bulk or Interrupt Transfer,7 bytes data,01 07 00 10 0B 64 49,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 07 00 10 0B 64 49
URB,0204-0203,21:05:17.556,10.707073 s,2.857 ms,Bulk or Interrupt Transfer,7 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0205-0202,21:05:17.578,10.728362 s,24.305 ms,Bulk or Interrupt Transfer,14 bytes data,01 0E 00 01 5D 00 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 0E 00 01 5D 00 00 00 75 00 00 00 1C D8
URB,0206,21:05:17.578,10.728368 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0207,21:05:17.578,10.728464 s,,Bulk or Interrupt Transfer,7 bytes data,01 07 00 10 0C 83 39,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 07 00 10 0C 83 39
URB,0208-0207,21:05:17.581,10.731064 s,2.600 ms,Bulk or Interrupt Transfer,7 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0209-0206,21:05:17.601,10.752143 s,23.775 ms,Bulk or Interrupt Transfer,14 bytes data,01 0E 00 01 00 00 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 0E 00 01 00 00 00 00 03 00 00 00 F0 20
URB,0210,21:05:17.601,10.752150 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0211,21:05:17.602,10.753040 s,,Bulk or Interrupt Transfer,7 bytes data,01 07 00 10 00 0F F8,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 07 00 10 00 0F F8
URB,0212-0211,21:05:17.604,10.755038 s,1.998 ms,Bulk or Interrupt Transfer,7 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0213-0210,21:05:17.620,10.771263 s,19.113 ms,Bulk or Interrupt Transfer,14 bytes data,01 0E 00 01 00 00 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 0E 00 01 00 00 00 00 00 00 00 00 2C BB
URB,0214,21:05:17.620,10.771268 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0215,21:05:17.689,10.840267 s,,Bulk or Interrupt Transfer,11 bytes data,01 0B 00 12 00 00 00 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0B 00 12 00 00 00 00 00 48 AC
URB,0216-0215,21:05:17.690,10.841235 s,967 us,Bulk or Interrupt Transfer,11 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0217-0214,21:05:17.703,10.853210 s,81.942 ms,Bulk or Interrupt Transfer,34 bytes data,01 22 00 01 00 00 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 22 00 01 00 00 00 00 01 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3A 7D 9B CE
URB,0218,21:05:17.703,10.853216 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0219,21:05:17.703,10.853702 s,,Bulk or Interrupt Transfer,7 bytes data,01 07 00 10 01 2E E8,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 07 00 10 01 2E E8
URB,0220-0219,21:05:17.706,10.856194 s,2.491 ms,Bulk or Interrupt Transfer,7 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0221-0218,21:05:17.722,10.873341 s,20.125 ms,Bulk or Interrupt Transfer,14 bytes data,01 0E 00 01 00 00 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 0E 00 01 00 00 00 00 00 00 00 00 2C BB
URB,0222,21:05:17.722,10.873350 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0223,21:05:17.723,10.873686 s,,Bulk or Interrupt Transfer,11 bytes data,01 0B 00 12 01 00 00 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0B 00 12 01 00 00 00 00 19 06
URB,0224-0223,21:05:17.725,10.876177 s,2.491 ms,Bulk or Interrupt Transfer,11 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0225-0222,21:05:17.746,10.896259 s,22.908 ms,Bulk or Interrupt Transfer,34 bytes data,01 22 00 01 00 00 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 22 00 01 00 00 00 00 01 00 00 00 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 0B 8D 93 22
URB,0226,21:05:17.746,10.896264 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0227,21:05:17.746,10.896403 s,,Bulk or Interrupt Transfer,7 bytes data,01 07 00 10 02 4D D8,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 07 00 10 02 4D D8
URB,0228-0227,21:05:17.749,10.899191 s,2.788 ms,Bulk or Interrupt Transfer,7 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0229-0226,21:05:17.765,10.916199 s,19.936 ms,Bulk or Interrupt Transfer,14 bytes data,01 0E 00 01 00 00 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 0E 00 01 00 00 00 00 00 00 00 00 2C BB
URB,0230,21:05:17.765,10.916204 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0231,21:05:17.765,10.916401 s,,Bulk or Interrupt Transfer,11 bytes data,01 0B 00 12 02 00 00 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0B 00 12 02 00 00 00 00 CB E8
URB,0232-0231,21:05:17.768,10.919184 s,2.783 ms,Bulk or Interrupt Transfer,11 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0233-0230,21:05:17.790,10.940189 s,23.984 ms,Bulk or Interrupt Transfer,34 bytes data,01 22 00 01 00 00 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 22 00 01 00 00 00 00 01 00 00 00 02 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 79 8D 7D 12
URB,0234,21:05:17.790,10.940194 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0235,21:05:17.790,10.940295 s,,Bulk or Interrupt Transfer,7 bytes data,01 07 00 10 03 6C C8,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 07 00 10 03 6C C8
URB,0236-0235,21:05:17.792,10.943153 s,2.859 ms,Bulk or Interrupt Transfer,7 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0237-0234,21:05:17.809,10.960306 s,20.112 ms,Bulk or Interrupt Transfer,14 bytes data,01 0E 00 01 33 07 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 0E 00 01 33 07 00 00 8D 08 00 00 DE 61
URB,0238,21:05:17.809,10.960311 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0239,21:05:17.815,10.965885 s,,Bulk or Interrupt Transfer,11 bytes data,01 0B 00 12 03 6B 08 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0B 00 12 03 6B 08 00 00 F6 AC
URB,0240-0239,21:05:17.817,10.967448 s,1.563 ms,Bulk or Interrupt Transfer,11 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0241-0238,21:05:17.833,10.983151 s,22.840 ms,Bulk or Interrupt Transfer,34 bytes data,01 22 00 01 73 D2 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 22 00 01 73 D2 00 00 19 00 00 00 03 01 6B 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 A5 6B 3A 6F
URB,0242,21:05:17.833,10.983156 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0243,21:05:17.833,10.984942 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 03 6B 08 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 03 6B 08 00 00 04 CB AB
URB,0244-0243,21:05:17.835,10.986199 s,1.257 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0245-0242,21:05:17.875,11.025196 s,42.040 ms,Bulk or Interrupt Transfer,2118 bytes data,01 46 08 01 73 D2 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 46 08 01 73 D2 00 00 19 00 00 00 03 01 6B 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 A5 6B BB 94 D2 08 71 32 D2 08 40 EE 01 00 A0 04 02 00 C1 00 FF 83 E7 95 D2 08 9D 33 D2 08 E0 DC 01 00 A0 F6 01 00 C1 00 43 26 13 97 D2 08 C9 34 D2 08 D0 D0 01 00 70 E7 01 00 BE 00 36 3C 3F 98 D2 08 F5 35 D2 08 60 C7 01 00 70 D8 01 00 B9 00 70 6E 6B 99 D2 08 21 37 D2 08 90 BD 01 00 80 CB 01 00 BA 00 91 1B 97 9A D2 08 4D 38 D2 08 70 B1 01 00 F0 C0 01 00 B7 00 3F 94 C3 9B D2 08 79 39 D2 08 C0 A4 01 00 10 B7 01 00 A9 00 6F 22 EF 9C D2 08 A5 3A D2 08 F0 94 01 00 C0 AB 01 00 B9 00 A4 B6 1B 9E D2 08 D1 3B D2 08 70 89 01 00 80 9E 01 00 C0 00 B7 AA 47 9F D2 08 FD 3C D2 08 50 7F 01 00 B0 90 01 00 BB 00 9F B0 72 A0 D2 08 29 3E D2 08 20 77 01 00 50 84 01 00 C2 00 1A EF 9E A1 D2 08
URB,0246,21:05:17.875,11.025205 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0247,21:05:17.880,11.033171 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 03 6F 08 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 03 6F 08 00 00 04 CD 22
URB,0248-0247,21:05:17.883,11.034409 s,1.238 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0249-0246,21:05:17.917,11.068254 s,43.049 ms,Bulk or Interrupt Transfer,2118 bytes data,01 46 08 01 D7 D2 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 46 08 01 D7 D2 00 00 19 00 00 00 03 01 6F 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B6 BE EA 09 D3 08 A0 A7 D2 08 30 AB 01 00 C0 A9 01 00 B4 00 96 05 16 0B D3 08 CC A8 D2 08 A0 AD 01 00 10 AB 01 00 B9 00 97 E3 42 0C D3 08 F8 A9 D2 08 A0 AB 01 00 30 AC 01 00 BB 00 36 E5 6E 0D D3 08 24 AB D2 08 60 AC 01 00 A0 AC 01 00 B9 00 BE A8 9A 0E D3 08 50 AC D2 08 F0 AE 01 00 D0 AC 01 00 B9 00 EC C6 C6 0F D3 08 7C AD D2 08 30 B2 01 00 90 AD 01 00 B5 00 28 E5 F2 10 D3 08 A8 AE D2 08 10 B7 01 00 E0 AF 01 00 B7 00 9A 58 1E 12 D3 08 D4 AF D2 08 00 B8 01 00 60 B3 01 00 A7 00 03 E6 4A 13 D3 08 00 B1 D2 08 E0 BC 01 00 40 B7 01 00 A6 00 C3 66 76 14 D3 08 2C B2 D2 08 00 BE 01 00 A0 BA 01 00 A6 00 27 95 A2 15 D3 08 58 B3 D2 08 40 BE 01 00 00 BD 01 00 B1 00 5E 3D CE 16 D3 08
URB,0250,21:05:17.917,11.068264 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0251,21:05:17.917,11.068558 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 03 73 08 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 03 73 08 00 00 04 BC AD
URB,0252-0251,21:05:17.920,11.071222 s,2.664 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0253-0250,21:05:17.960,11.111281 s,43.017 ms,Bulk or Interrupt Transfer,2118 bytes data,01 46 08 01 3B D3 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 46 08 01 3B D3 00 00 19 00 00 00 03 01 73 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7A A2 19 7F D3 08 CF 1C D3 08 40 D9 01 00 10 D5 01 00 D1 00 1F 36 45 80 D3 08 FB 1D D3 08 70 DF 01 00 D0 DA 01 00 D1 00 22 AE 71 81 D3 08 27 1F D3 08 60 E3 01 00 70 DD 01 00 D0 00 30 0F 9D 82 D3 08 53 20 D3 08 E0 E6 01 00 30 E0 01 00 C3 00 71 23 C9 83 D3 08 7F 21 D3 08 30 E4 01 00 60 E3 01 00 C9 00 64 B1 F5 84 D3 08 AB 22 D3 08 70 DE 01 00 E0 E4 01 00 CB 00 02 F1 21 86 D3 08 D7 23 D3 08 D0 DA 01 00 10 E3 01 00 C8 00 D9 0F 4D 87 D3 08 03 25 D3 08 90 D6 01 00 60 DE 01 00 CB 00 1A 22 79 88 D3 08 2F 26 D3 08 30 D1 01 00 B0 D8 01 00 CE 00 D1 9E A5 89 D3 08 5B 27 D3 08 10 CC 01 00 60 D3 01 00 CB 00 BB 2A D1 8A D3 08 87 28 D3 08 40 C9 01 00 C0 CE 01 00 CC 00 F0 B6 FC 8B D3 08
URB,0254,21:05:17.960,11.111290 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0255,21:05:17.960,11.111582 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 03 77 08 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 03 77 08 00 00 04 BA 24
URB,0256-0255,21:05:17.963,11.114265 s,2.683 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0257-0254,21:05:18.003,11.154364 s,43.074 ms,Bulk or Interrupt Transfer,2118 bytes data,01 46 08 01 9F D3 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 46 08 01 9F D3 00 00 19 00 00 00 03 01 77 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 69 77 48 F4 D3 08 FE 91 D3 08 90 68 01 00 C0 68 01 00 C2 00 E6 08 74 F5 D3 08 2A 93 D3 08 30 66 01 00 90 6A 01 00 C7 00 15 B6 A0 F6 D3 08 56 94 D3 08 F0 5E 01 00 00 68 01 00 CD 00 95 1B CC F7 D3 08 82 95 D3 08 B0 60 01 00 D0 63 01 00 C1 00 46 FE F8 F8 D3 08 AE 96 D3 08 00 58 01 00 80 5F 01 00 C8 00 40 61 24 FA D3 08 DA 97 D3 08 40 55 01 00 60 5B 01 00 C2 00 AE A6 50 FB D3 08 06 99 D3 08 30 59 01 00 50 58 01 00 BC 00 04 12 7C FC D3 08 32 9A D3 08 90 6A 01 00 C0 58 01 00 B6 00 95 D8 A8 FD D3 08 5E 9B D3 08 90 69 01 00 00 5E 01 00 B4 00 E1 0B D3 FE D3 08 8A 9C D3 08 70 6B 01 00 D0 65 01 00 AB 00 52 84 FF FF D3 08 B5 9D D3 08 B0 70 01 00 90 6C 01 00 B1 00 2E 0A 2B 01 D4 08
URB,0258,21:05:18.003,11.154372 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0259,21:05:18.003,11.154634 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 03 7B 08 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 03 7B 08 00 00 04 91 AF
URB,0260-0259,21:05:18.006,11.157313 s,2.678 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0261-0258,21:05:18.046,11.197315 s,42.942 ms,Bulk or Interrupt Transfer,2118 bytes data,01 46 08 01 03 D4 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 46 08 01 03 D4 00 00 19 00 00 00 03 01 7B 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 91 E1 77 69 D4 08 2D 07 D4 08 10 82 01 00 A0 7D 01 00 C3 00 2E 48 A3 6A D4 08 59 08 D4 08 D0 7E 01 00 A0 7F 01 00 C4 00 E3 C1 CF 6B D4 08 85 09 D4 08 50 7A 01 00 20 80 01 00 B5 00 2E FA FB 6C D4 08 B1 0A D4 08 80 81 01 00 30 7F 01 00 C8 00 7B 3A 27 6E D4 08 DD 0B D4 08 20 88 01 00 20 7F 01 00 D0 00 6E 9E 53 6F D4 08 09 0D D4 08 C0 92 01 00 D0 82 01 00 C9 00 52 6F 7F 70 D4 08 35 0E D4 08 60 8E 01 00 A0 89 01 00 CA 00 4E 35 AB 71 D4 08 61 0F D4 08 60 8C 01 00 30 8F 01 00 C2 00 15 22 D7 72 D4 08 8D 10 D4 08 70 84 01 00 C0 8F 01 00 BA 00 47 63 03 74 D4 08 B9 11 D4 08 D0 7B 01 00 70 8A 01 00 BE 00 16 B9 2F 75 D4 08 E5 12 D4 08 B0 75 01 00 E0 81 01 00 C5 00 58 A7 5B 76 D4 08
URB,0262,21:05:18.046,11.197322 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0263,21:05:18.046,11.197597 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 03 7F 08 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 03 7F 08 00 00 04 97 26
URB,0264-0263,21:05:18.049,11.200370 s,2.773 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0265-0262,21:05:18.089,11.240350 s,43.029 ms,Bulk or Interrupt Transfer,2118 bytes data,01 46 08 01 67 D4 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 46 08 01 67 D4 00 00 19 00 00 00 03 01 7F 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 78 B3 A6 DE D4 08 5C 7C D4 08 40 7C 01 00 D0 5D 01 00 D0 00 4A C2 D2 DF D4 08 88 7D D4 08 60 85 01 00 20 74 01 00 D4 00 48 CE FE E0 D4 08 B4 7E D4 08 70 96 01 00 A0 84 01 00 CF 00 62 B1 2A E2 D4 08 E0 7F D4 08 30 A8 01 00 00 91 01 00 DF 00 C9 EB 56 E3 D4 08 0C 81 D4 08 E0 AD 01 00 90 9C 01 00 DD 00 C9 5D 82 E4 D4 08 38 82 D4 08 60 B4 01 00 40 A8 01 00 DC 00 FC 3F AE E5 D4 08 64 83 D4 08 20 B2 01 00 30 B1 01 00 DC 00 C4 A4 DA E6 D4 08 90 84 D4 08 D0 B2 01 00 F0 B4 01 00 D7 00 86 F3 06 E8 D4 08 BC 85 D4 08 10 BF 01 00 10 B6 01 00 D1 00 0F 9A 31 E9 D4 08 E8 86 D4 08 00 C0 01 00 F0 B7 01 00 CF 00 5C 04 5D EA D4 08 13 88 D4 08 50 C9 01 00 D0 BC 01 00 CE 00 64 31 89 EB D4 08
URB,0266,21:05:18.089,11.240359 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0267,21:05:18.089,11.240626 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 03 83 08 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 03 83 08 00 00 04 EA 92
URB,0268-0267,21:05:18.092,11.243332 s,2.706 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
